23Na,24Mg,27Al,28Si,39K,44Ca,48Ti,51V,52Cr,54Fe,55Mn,59Co,60Ni,63Cu,66Zn,75As,88Sr,90Zr,93Nb,98Mo,111Cd,120Sn,121Sb,138Ba,139La,140Ce,184W,205Tl,208Pb
,,,0.5343179601318852,,0.4656820398681148,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.5393433417232937,0.061217250027404,,,,0.3994394082493022,,,,,,,,,,,,,,
,,,,,,,,,,0.3006811054770481,,,,0.6993188945229519,,,,,,,,,,,,,,
,,,,,,,,,0.3579107890703705,0.0541933349491986,,,,0.579094798584539,,,,,,,,,,,,,,0.0088010773958918
,0.0440481307040766,,,,,,,,0.2874679634957958,0.1746844895729936,,,,0.4937994162271338,,,,,,,,,,,,,,
,,0.9555249063871746,,,,0.0284808918417113,,,,0.0071187894430926,,,0.0088754123280214,,,,,,,,,,,,,,,
,0.3416099334420488,,,,,,,,,0.6583900665579511,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.2732537681972014,,,,0.7267462318027986,,,,,,,,,,,,,,
,0.125376640824073,,,,,,,,0.2672969127480929,0.1987471581029361,,,,0.4085792883248978,,,,,,,,,,,,,,
,0.2149487460258085,,,,,,,,0.2389846033425794,0.4962611254212302,,,,0.0498055252103819,,,,,,,,,,,,,,
,0.1010601304984138,,,,,,,,0.5014479624025334,0.1176199756541185,,,,0.2798719314449341,,,,,,,,,,,,,,
,0.1334729248779723,,,,,,,,,0.2283794605120019,,,,0.6381476146100258,,,,,,,,,,,,,,
,0.1235348972170218,0.0086483028656635,,,,,,0.0150825566766782,0.2453629780743512,0.5496006532963963,,,,0.0554168283011768,,,,,,,,,,,,,,0.0023537835687119
,,,,,,,,,,0.6624715875173992,,,,0.3375284124826007,,,,,,,,,,,,,,
,,,,,,,,,0.4345531560522053,0.1662124671883978,,,,0.3992343767593968,,,,,,,,,,,,,,
,0.0607538396612296,,,,,,,0.0268568886788782,0.6228080414177628,0.0658734901004725,,,,0.2237077401416567,,,,,,,,,,,,,,
