23Na,24Mg,27Al,28Si,39K,44Ca,48Ti,51V,52Cr,54Fe,55Mn,59Co,60Ni,63Cu,66Zn,75As,88Sr,90Zr,93Nb,98Mo,111Cd,120Sn,121Sb,138Ba,139La,140Ce,184W,205Tl,208Pb,embedding
,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8
,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4
0.23675793034429105,,,0.7632420696557088,,,,,,,,,,,,,,,,,,,,,,,,,,9
,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8
,0.019572011805460608,0.9790895489928041,,,,,,,,,,,,,,,,,,,,,0.001338439201735356,,,,,,8388614
,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,64
,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8
,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,0.6043957322534314,,,,0.39560426774656876,,,,,,,,,,,,,,,,,,,,,,,68
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8
,,0.6492256677519448,,,,0.30889253978924386,,,,,,,,,,,0.041881792458811344,,,,,,,,,,,,131140
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,0.8281209138382706,,,,0.1718790861617294,,,,,,,,,,,,,,,,,,,,,,,68
,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,32
,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8
,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8
,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,256
,,0.09027378538363239,,,,0.03859575302937381,,,0.5360165601785869,0.3245007597185006,,,,,,,,,,,,,0.007118935780685117,,0.0034942059092211908,,,,41944644
,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,256
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,0.054221601117967574,,,,,,,0.9325596464019268,0.013218752480105718,,,,,,,,,,,,,,,,,,,1540
,,0.5879045868931446,,,,0.4120954131068553,,,,,,,,,,,,,,,,,,,,,,,68
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,0.9224763301544148,,,,0.07752366984558516,,,,,,,,,,,,,,,,,,,,,,,68
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,0.9446551257560917,,,,0.038673220237814554,,,,,,,,,,,,,,,,,0.01667165400609384,,,,,,8388676
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,0.006960078882634406,,,,0.0033887517717110884,,,0.9861182537390046,0.003532915606649936,,,,,,,,,,,,,,,,,,,1604
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,16384
,0.03839901798203164,0.8862186064282814,,,,0.05344845838913794,,,,,,,,,,0.006980033714772551,0.005703278398403652,,,,,,0.007932551563033392,0.001318053524339489,,,,,25362502
,,0.9860037376767337,,,,,,,,,,,,,,,,,,,,,0.013996262323266295,,,,,,8388612
,0.17506618026332021,0.1837426046223494,,,,0.1298518325162995,,,0.41511762480251985,0.02908737399052088,,,,,,,,,,,,,0.05321604260715203,,,,,0.013918341197837978,276825670
,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,32
,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,524288
,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,4096
,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8
,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1024
,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,33554432
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8
,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,131072
,0.08782570425913078,0.6763011757261265,,,,,,,0.15723437388941727,0.011044640896073054,0.0047771013241956406,,,,,0.025554128091124978,,,,,,,0.03726287581393189,,,,,,8457734
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,256
,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8
,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,512
,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,32
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,0.06837222138477152,0.8589970827718474,,,,0.03702343158246441,,,,0.018161713954117746,,,,,,,,,,,,,0.017445550306798837,,,,,,8389702
,,0.6885101405372939,,,,0.3114898594627061,,,,,,,,,,,,,,,,,,,,,,,68
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,32
,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,4096
,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,268435456
,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,0.20559309679499013,0.7944069032050098,,,,,,,,,,,,,,,,,,,,,,,,,,,6
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,512
,,,,,,,,,0.9672073511632179,0.032792648836782144,,,,,,,,,,,,,,,,,,,1536
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,0.9328805925321101,,,,0.06711940746788994,,,,,,,,,,,,,,,,,,,,,,,68
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4
